Date,Close,High,Low,Open,Volume
2024-08-29,172.12,174.29,170.81,173.22,26407800
2024-08-30,178.5,178.9,172.6,172.78,43429400
2024-09-03,176.25,178.26,175.26,177.55,37817500
2024-09-04,173.33,175.98,172.54,174.48,30309200
2024-09-05,177.89,179.88,175.0,175.0,40170500
2024-09-06,171.39,178.38,171.16,177.24,41466500
2024-09-09,175.4,175.85,173.51,174.53,29037400
2024-09-10,179.55,180.5,176.79,177.49,36233800
2024-09-11,184.52,184.99,175.73,180.1,42564700
2024-09-12,187.0,187.41,183.54,184.8,33544200
2024-09-13,186.49,188.5,185.91,187.0,26495400
2024-09-16,184.89,185.81,183.36,185.29,26065500
2024-09-17,186.88,189.45,186.14,186.85,26091700
2024-09-18,186.43,188.8,185.06,186.45,34448100
2024-09-19,189.87,190.99,188.47,190.04,39543200
2024-09-20,191.6,191.84,187.41,190.23,100378600
2024-09-23,193.88,194.45,190.57,191.64,36993100
2024-09-24,193.96,195.37,190.13,194.27,43478900
2024-09-25,192.53,193.95,192.16,193.75,26391100
2024-09-26,191.16,194.53,189.54,194.31,36334900
2024-09-27,187.97,190.9,187.34,190.68,36002300
2024-09-30,186.33,188.49,184.65,187.14,41583900
2024-10-01,185.13,186.19,183.45,184.9,36044900
2024-10-02,184.76,186.6,184.04,184.44,23704100
2024-10-03,181.96,183.44,180.88,183.05,30204300
2024-10-04,186.51,187.6,183.6,185.75,40890300
2024-10-07,180.8,183.6,180.25,182.95,42364200
2024-10-08,182.72,183.09,180.92,181.92,26372100
2024-10-09,185.17,185.85,182.05,182.82,26343100
2024-10-10,186.65,188.13,185.83,187.13,27785000
2024-10-11,188.82,189.93,186.3,186.63,25751600
2024-10-14,187.54,189.83,187.36,189.78,22614400
2024-10-15,187.69,188.41,184.58,187.63,32178900
2024-10-16,186.89,187.78,185.61,187.05,23456800
2024-10-17,187.53,188.94,186.0,188.22,25039400
2024-10-18,188.99,190.74,186.28,187.15,37417700
2024-10-21,189.07,189.46,186.4,188.05,24639400
2024-10-22,189.7,191.52,186.98,188.35,29650600
2024-10-23,184.71,189.16,183.69,188.85,31937100
2024-10-24,186.38,187.11,183.86,185.25,21647400
2024-10-25,187.83,190.45,187.53,187.85,29362100
2024-10-28,188.39,190.21,188.21,189.57,27930800
2024-10-29,190.83,191.46,187.82,188.58,35690200
2024-10-30,192.73,195.61,192.42,194.7,37707600
2024-10-31,186.4,190.6,185.23,190.51,75146800
2024-11-01,197.93,200.5,197.02,199.0,99687800
2024-11-04,195.78,197.33,194.31,196.45,38492100
2024-11-05,199.5,199.82,195.99,196.04,30564800
2024-11-06,207.09,207.55,199.14,200.01,72292200
2024-11-07,210.05,212.25,207.19,207.44,52878400
2024-11-08,208.18,209.96,207.44,209.72,36075800
2024-11-11,206.84,209.65,205.59,208.5,35456000
2024-11-12,208.91,209.54,206.01,208.37,38942900
2024-11-13,214.1,215.09,209.14,209.4,46212900
2024-11-14,211.48,215.9,210.88,214.16,42620300
2024-11-15,202.61,207.34,199.61,206.76,86591100
2024-11-18,201.7,204.67,200.95,204.15,36409900
2024-11-19,204.61,205.3,198.78,199.33,31197900
2024-11-20,202.88,203.13,199.45,202.98,32769000
2024-11-21,198.38,203.49,195.75,203.49,58800000
2024-11-22,197.12,199.26,196.75,198.25,31530800
2024-11-25,201.45,201.95,199.0,199.28,40685700
2024-11-26,207.86,208.0,201.79,201.9,41673700
2024-11-27,205.74,207.64,205.05,206.98,28061600
2024-11-29,207.89,208.2,204.59,205.83,24892400
2024-12-02,210.71,212.99,209.51,209.96,39523200
2024-12-03,213.44,214.02,209.65,210.31,32214800
2024-12-04,218.16,220.0,215.75,215.96,48745700
2024-12-05,220.55,222.15,217.3,218.03,41140200
2024-12-06,227.03,227.15,220.6,220.75,44178100
2024-12-09,226.09,230.08,225.67,227.21,46819400
2024-12-10,225.04,229.06,224.2,226.09,31199900
2024-12-11,230.26,231.2,226.26,226.41,35385800
2024-12-12,228.97,231.09,227.63,229.83,28204100
2024-12-13,227.46,230.2,225.86,228.4,28768100
2024-12-16,232.93,233.0,228.01,230.23,37552100
2024-12-17,231.15,232.73,227.85,232.39,35948100
2024-12-18,220.52,231.4,220.11,230.77,43281400
2024-12-19,223.29,226.09,222.92,224.91,39918700
2024-12-20,224.92,226.21,218.73,219.84,88279200
2024-12-23,225.06,226.88,223.9,225.01,28070000
2024-12-24,229.05,229.14,226.13,226.94,15007500
2024-12-26,227.05,228.5,226.67,228.5,16146700
2024-12-27,223.75,226.03,220.9,225.6,27367100
2024-12-30,221.3,223.0,218.43,220.06,28321200
2024-12-31,219.39,223.23,218.94,222.97,24819700
